date,close,sent_mean,sent_std,sent_min,sent_max,sent_decay,sent_momentum,sent_vol,sent_diffusion,headline_count_z,sig_buy,sig_sell,sig_hold,sig_none
2016-01-04 00:00:00,1.08665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-01-04 01:00:00,1.08514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-01-04 02:00:00,1.08451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-01-04 03:00:00,1.08594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-01-04 04:00:00,1.08713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-01-04 05:00:00,1.0871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-01-04 06:00:00,1.08791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-01-04 07:00:00,1.0897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-01-04 08:00:00,1.08887,-0.16457666,0.36800462,-0.8228833,0.0,-0.19401188,-0.8228833,0.27429444,-0.23577082,0.0,0.0,1.0,0.0,0.0
2016-01-04 09:00:00,1.09122,-0.32915333,0.45071176,-0.8228833,0.0,-0.3380368,0.0,0.34695807,-0.41079557,0.0,0.0,1.0,0.0,0.0
2016-01-04 10:00:00,1.09239,-0.49373,0.45071176,-0.8228833,0.0,-0.44661,0.0,0.3974904,-0.54273796,0.0,0.0,1.0,0.0,0.0
2016-01-04 11:00:00,1.09288,-0.65830666,0.36800462,-0.8228833,0.0,-0.52941,0.0,0.42493513,-0.6433597,0.0,0.0,1.0,0.0,0.0
2016-01-04 12:00:00,1.09055,-0.8228833,0.0,-0.8228833,-0.8228833,-0.5931135,0.0,0.43369758,-0.7207747,0.0,0.0,1.0,0.0,0.0
2016-01-04 13:00:00,1.09167,-0.8228833,0.0,-0.8228833,-0.8228833,-0.64245766,0.0,0.42493513,-0.7807397,0.0,0.0,1.0,0.0,0.0
2016-01-04 14:00:00,1.0906,-0.8228833,0.0,-0.8228833,-0.8228833,-0.68088007,0.0,0.3974904,-0.8274321,0.0,0.0,1.0,0.0,0.0
2016-01-04 15:00:00,1.08543,-0.8228833,0.0,-0.8228833,-0.8228833,-0.7109204,0.0,0.34695807,-0.8639383,0.0,0.0,1.0,0.0,0.0
2016-01-04 16:00:00,1.08346,-0.8228833,0.0,-0.8228833,-0.8228833,-0.7344821,0.0,0.26021856,-0.8925714,0.0,0.0,1.0,0.0,0.0
2016-01-04 17:00:00,1.08012,-0.8228833,0.0,-0.8228833,-0.8228833,-0.7530087,0.0,0.0,-0.9150857,0.0,0.0,1.0,0.0,0.0
2016-01-04 18:00:00,1.08031,-0.8228833,0.0,-0.8228833,-0.8228833,-0.7676048,0.0,0.0,-0.9328234,0.0,0.0,1.0,0.0,0.0
2016-01-04 19:00:00,1.08177,-0.8228833,0.0,-0.8228833,-0.8228833,-0.7791221,0.0,0.0,-0.94681966,0.0,0.0,1.0,0.0,0.0
